,Fecha,Humedad,Averias,EnergiaSolar,EnergiaEolica,LuzHabitacion1,LuzHabitacion2,LuzSalon,LuzCocina,LuzBaño1,LuzBaño2,LuzDespacho,LuzExterior,ConsumoAguaDucha1,ConsumoAguaDucha2,ConsumoAguaWC1,ConsumoAguaWC2,ConsumoAguaLavabo1,ConsumoAguaLavabo2,ConsumoAguaLavadora,ConsumoAguaLavavajillas,ConsumoAguaFregadero,ConsumoAguaExterior,ConsumoAguaBaño1,ConsumoAguaBaño2,ConsumoAguaCocina,GastoAguaTotal,ConsumoVitroceramica,ConsumoFrigorifico,ConsumoLavadora,ConsumoHorno,ConsumoTelevision,ConsumoMicroondas,ConsumoLavavajillas,GastoLuzTotal,Amanecer,Atardecer,DuracionDia,Precipitaciones,TemperaturaMax,TemperaturaMin,Viento,PresionMax,PresionMin,TempHabitacion1,TempHabitacion2,TempSalon,TempCocina,TempBaño1,TempBaño2,TempDespacho,VentanaHabitacion1,VentanaHabitacion2,VentanaSalon,VentanaCocina,VentanaBaño1,VentanaBaño2,VentanaDespacho,PersianaHabitacion1,PersianaHabitacion2,PersianaSalon,PersianaCocina,PersianaBaño1,PersianaBaño2,PersianaDespacho
1475,2015-03-03 11:00:00,55,0,0.48,0.0,0.24,0.14,0.2,0.43,0.08,0.08,0.22,0.03,178,62,118,57,87,56,50,10.0,81,24,383,175,141.0,699.0,2.8,18.1,0.38,0.32,1.25,0.0,0.303,24.573,07:47:00,19:07:00,11:20:00,0.0,20.2,6.1,6.84,946.5,941.6,14,18,36,32,0,0,17,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1476,2015-03-03 12:00:00,56,0,0.25,0.0,0.22,0.2,0.24,0.57,0.06,0.09,0.18,0.03,192,83,121,58,59,55,62,14.0,60,0,372,196,136.0,704.0,3.9,20.0,0.08,0.09,0.994,0.5,0.248,27.402,07:47:00,19:07:00,11:20:00,0.0,20.2,6.1,6.84,946.5,941.6,34,38,10,35,0,0,35,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1477,2015-03-03 13:00:00,56,0,0.25,0.0,0.25,0.17,0.24,0.62,0.06,0.09,0.29,0.03,104,51,132,64,52,40,42,6.5,99,0,288,155,147.5,590.5,4.7,18.2,0.95,0.34,1.129,0.2,0.272,27.540999999999997,07:47:00,19:07:00,11:20:00,0.0,20.2,6.1,6.84,946.5,941.6,18,27,17,15,0,0,27,1,1,1,1,1,1,0,0,1,0,1,0,1,0
1478,2015-03-03 14:00:00,56,1,0.3,0.0,0.2,0.14,0.24,0.49,0.09,0.06,0.22,0.02,134,96,128,63,80,57,42,0.0,116,24,342,216,158.0,716.0,2.5,18.6,0.87,0.02,0.984,0.8,0.392,25.626000000000005,07:47:00,19:07:00,11:20:00,0.0,20.2,6.1,6.84,946.5,941.6,25,12,24,12,0,0,34,1,1,0,1,0,1,0,1,1,1,0,1,0,0
1479,2015-03-03 15:00:00,55,2,0.46,0.0,0.28,0.14,0.27,0.58,0.09,0.06,0.3,0.03,106,67,130,66,91,48,62,14.0,12,12,327,181,88.0,596.0,0.3,19.8,0.07,0.7,0.933,1.0,0.463,25.016000000000002,07:47:00,19:07:00,11:20:00,0.0,20.2,6.1,6.84,946.5,941.6,29,1,19,25,0,0,27,1,0,1,1,1,0,1,1,1,1,0,1,0,1
1480,2015-03-03 16:00:00,57,1,0.33,0.0,0.26,0.18,0.19,0.38,0.08,0.09,0.24,0.03,165,84,115,61,57,27,50,10.0,87,12,337,172,147.0,656.0,1.7,21.9,0.47,0.27,1.506,0.3,0.142,27.737999999999996,07:47:00,19:07:00,11:20:00,0.0,20.2,6.1,6.84,946.5,941.6,19,37,34,16,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1
1481,2015-03-03 17:00:00,56,0,0.3,0.0,0.28,0.21,0.27,0.38,0.07,0.07,0.24,0.03,169,93,121,61,62,29,0,18.0,87,12,352,183,105.0,640.0,4.1,18.4,0.1,0.39,0.463,0.1,0.129,25.232000000000003,07:47:00,19:07:00,11:20:00,0.0,20.2,6.1,6.84,946.5,941.6,32,39,2,12,0,0,28,1,1,0,0,1,0,0,0,1,1,0,0,0,0
1482,2015-03-03 18:00:00,55,0,0.46,0.0,0.22,0.22,0.26,0.41,0.06,0.07,0.25,0.02,164,71,137,69,53,58,50,18.0,7,0,354,198,75.0,627.0,1.4,18.1,0.77,0.47,0.246,1.4,0.482,24.377999999999997,07:47:00,19:07:00,11:20:00,0.0,20.2,6.1,6.84,946.5,941.6,1,38,20,17,0,0,7,1,1,1,0,0,1,0,0,0,0,1,0,0,1
1483,2015-03-03 19:00:00,55,1,0.31,0.0,0.23,0.2,0.22,0.43,0.07,0.06,0.3,0.03,164,79,124,60,58,59,50,6.5,88,12,346,198,144.5,688.5,0.0,18.3,0.92,0.44,0.9,0.5,0.1,22.700000000000003,07:47:00,19:07:00,11:20:00,0.0,20.2,6.1,6.84,946.5,941.6,8,15,36,35,0,0,9,1,0,1,1,1,1,1,1,0,0,1,1,1,0
1484,2015-03-03 20:00:00,56,0,0.48,0.0,0.27,0.16,0.28,0.62,0.09,0.07,0.28,0.02,100,70,125,61,92,41,42,6.5,104,12,317,172,152.5,641.5,2.7,20.3,0.53,0.52,1.29,0.0,0.392,27.522,07:47:00,19:07:00,11:20:00,0.0,20.2,6.1,6.84,946.5,941.6,6,2,24,13,0,0,3,0,1,1,1,0,1,1,1,0,1,1,0,0,0
1485,2015-03-03 21:00:00,57,0,0.44,0.0,0.3,0.21,0.26,0.48,0.08,0.06,0.25,0.02,156,61,126,56,95,27,62,0.0,1,12,377,144,63.0,584.0,3.9,19.6,0.37,0.32,1.228,1.0,0.131,28.209000000000007,07:47:00,19:07:00,11:20:00,0.0,20.2,6.1,6.84,946.5,941.6,0,13,36,28,0,0,12,1,1,1,0,0,0,0,0,0,0,1,0,0,0
1486,2015-03-03 22:00:00,55,0,0.28,0.0,0.2,0.15,0.26,0.48,0.08,0.09,0.24,0.03,179,77,121,64,76,59,0,18.0,97,12,376,200,115.0,691.0,0.5,21.4,0.65,0.38,0.677,0.4,0.377,25.913999999999994,07:47:00,19:07:00,11:20:00,0.0,20.2,6.1,6.84,946.5,941.6,17,18,11,5,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1
1487,2015-03-03 23:00:00,58,0,0.3,0.0,0.29,0.18,0.22,0.57,0.06,0.08,0.21,0.02,187,56,130,58,111,41,0,18.0,103,0,428,155,121.0,704.0,3.5,21.0,0.8,0.12,0.907,1.5,0.092,29.549,07:47:00,19:07:00,11:20:00,0.0,20.2,6.1,6.84,946.5,941.6,20,18,11,19,0,0,36,1,0,0,0,1,0,0,1,0,1,0,1,1,0
1488,2015-03-04 00:00:00,58,0,0.18,0.0,0.25,0.21,0.26,0.37,0.06,0.09,0.2,0.02,156,56,130,63,68,59,50,14.0,47,12,354,178,111.0,643.0,2.3,21.1,0.17,0.39,0.253,1.3,0.363,27.336000000000002,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,9,33,29,24,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1
1489,2015-03-04 01:00:00,57,0,0.2,0.0,0.28,0.22,0.28,0.36,0.09,0.06,0.28,0.03,157,66,124,62,51,40,50,14.0,90,0,332,168,154.0,654.0,2.9,21.8,0.71,0.02,0.26,0.5,0.114,27.904000000000003,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,33,30,14,1,0,0,38,1,1,0,1,0,0,1,0,1,0,1,1,1,1
1490,2015-03-04 02:00:00,57,1,0.31,0.0,0.22,0.15,0.18,0.54,0.07,0.07,0.23,0.03,170,88,136,58,96,27,50,14.0,46,12,402,173,110.0,685.0,2.1,19.1,0.8,0.69,1.211,2.1,0.361,27.852000000000004,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,14,21,30,23,0,0,5,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1491,2015-03-04 03:00:00,56,0,0.16,0.0,0.26,0.16,0.3,0.56,0.07,0.07,0.29,0.02,158,62,119,69,64,39,0,18.0,49,24,341,170,67.0,578.0,1.6,21.0,0.71,0.73,1.557,2.2,0.012,29.538999999999998,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,30,3,8,5,0,0,24,0,1,1,0,1,1,1,0,1,0,0,1,0,0
1492,2015-03-04 04:00:00,58,1,0.31,0.0,0.21,0.2,0.19,0.48,0.08,0.07,0.21,0.03,171,56,135,65,106,35,62,10.0,43,0,412,156,115.0,683.0,1.1,18.6,0.24,0.24,0.296,1.4,0.446,23.791999999999998,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,21,21,13,14,0,0,32,1,0,1,0,0,0,0,0,1,1,1,0,1,0
1493,2015-03-04 05:00:00,58,0,0.24,0.0,0.29,0.16,0.29,0.6,0.08,0.06,0.21,0.02,194,59,118,58,74,40,42,14.0,64,0,386,157,120.0,663.0,0.3,21.1,0.16,0.41,0.732,0.8,0.231,25.443,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,7,22,28,0,0,0,33,0,1,1,0,1,1,1,1,1,0,1,0,0,0
1494,2015-03-04 06:00:00,57,0,0.27,0.0,0.28,0.22,0.21,0.62,0.09,0.09,0.21,0.02,195,57,137,59,87,59,42,10.0,33,12,419,175,85.0,679.0,3.1,20.0,0.95,0.66,0.079,2.2,0.289,29.018,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,25,0,0,25,0,0,5,0,0,1,1,1,0,0,1,0,1,0,1,1,0
1495,2015-03-04 07:00:00,55,0,0.29,0.0,0.21,0.21,0.28,0.52,0.08,0.06,0.3,0.02,174,84,138,60,116,45,50,0.0,15,12,428,189,65.0,682.0,4.2,19.5,0.86,0.58,1.432,1.8,0.333,30.384999999999998,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,14,5,19,37,0,0,31,1,1,0,1,1,1,0,0,0,0,1,1,1,1
1496,2015-03-04 08:00:00,57,0,0.3,0.0,0.23,0.16,0.3,0.36,0.06,0.06,0.18,0.02,104,84,129,56,87,27,50,6.5,12,12,320,167,68.5,555.5,1.0,19.5,0.15,0.11,0.394,0.1,0.375,22.999,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,2,12,6,16,0,0,33,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1497,2015-03-04 09:00:00,58,1,0.33,0.0,0.3,0.23,0.21,0.43,0.06,0.06,0.22,0.03,131,76,112,62,94,43,0,6.5,90,24,337,181,96.5,614.5,2.8,19.0,0.8,0.64,1.114,1.1,0.478,27.472000000000005,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,21,36,30,34,0,0,14,1,1,0,0,0,1,1,1,0,1,0,1,0,0
1498,2015-03-04 10:00:00,58,0,0.12,0.0,0.25,0.21,0.19,0.56,0.08,0.09,0.25,0.03,173,86,136,62,105,35,0,0.0,75,24,414,183,75.0,672.0,0.3,19.5,0.42,0.34,0.016,0.0,0.465,22.701,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,24,5,35,24,0,0,15,0,1,1,0,0,0,1,1,0,1,0,0,0,1
1499,2015-03-04 11:00:00,57,0,0.26,0.0,0.31,0.21,0.27,0.45,0.06,0.08,0.19,0.02,117,88,131,58,79,36,0,18.0,3,12,327,182,21.0,530.0,3.3,18.7,0.1,0.32,0.942,1.7,0.205,26.857,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,32,10,23,16,0,0,22,1,0,1,1,0,0,1,0,1,0,0,1,1,1
1500,2015-03-04 12:00:00,58,0,0.32,0.0,0.26,0.18,0.27,0.39,0.07,0.09,0.3,0.02,135,60,135,58,99,45,42,0.0,100,24,369,163,142.0,674.0,2.2,18.8,0.68,0.48,1.211,1.5,0.288,26.739,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,31,25,35,14,0,0,19,1,0,0,1,0,1,0,0,1,0,0,0,0,1
1501,2015-03-04 13:00:00,56,0,0.2,0.0,0.3,0.14,0.18,0.43,0.07,0.07,0.26,0.02,127,51,118,62,62,57,42,10.0,76,0,307,170,128.0,605.0,4.7,21.2,0.6,0.55,0.823,0.7,0.045,30.088,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,13,0,1,16,0,0,29,0,0,1,0,0,0,1,0,0,0,1,0,1,0
1502,2015-03-04 14:00:00,55,0,0.3,0.0,0.25,0.24,0.27,0.42,0.09,0.09,0.26,0.03,180,58,121,65,95,55,62,14.0,116,0,396,178,192.0,766.0,1.1,18.7,0.03,0.0,1.254,0.9,0.22,23.854,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,14,0,9,19,0,0,23,0,0,1,0,1,1,0,0,1,1,1,1,0,0
1503,2015-03-04 15:00:00,58,0,0.34,0.0,0.28,0.24,0.2,0.44,0.07,0.09,0.26,0.02,110,61,128,65,56,53,42,6.5,48,24,294,179,96.5,569.5,3.3,21.7,0.11,0.49,0.36,0.9,0.011,28.470999999999997,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,21,33,17,38,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1
1504,2015-03-04 16:00:00,57,1,0.14,0.0,0.32,0.23,0.18,0.48,0.06,0.08,0.25,0.02,108,82,125,69,116,46,50,6.5,117,12,349,197,173.5,719.5,4.3,19.3,0.05,0.44,0.825,0.6,0.188,27.323,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,8,17,29,27,0,0,6,0,1,0,1,1,1,0,0,0,0,0,1,1,1
1505,2015-03-04 17:00:00,57,0,0.19,0.0,0.22,0.15,0.18,0.61,0.07,0.07,0.23,0.03,105,78,138,57,119,25,0,0.0,59,12,362,160,59.0,581.0,1.8,19.9,0.96,0.26,0.219,1.6,0.358,26.657000000000004,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,0,1,38,8,0,0,24,1,1,0,1,1,0,1,1,1,1,0,0,1,0
1506,2015-03-04 18:00:00,58,0,0.17,0.0,0.25,0.18,0.27,0.56,0.06,0.06,0.19,0.03,188,71,122,62,95,56,62,0.0,24,24,405,189,86.0,680.0,3.6,19.0,0.88,0.18,0.295,2.1,0.372,28.027,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,17,8,32,12,0,0,20,1,1,0,0,0,0,1,1,0,1,0,0,1,0
1507,2015-03-04 19:00:00,56,0,0.16,0.0,0.19,0.18,0.3,0.4,0.07,0.09,0.28,0.02,156,89,119,69,75,29,62,14.0,62,12,350,187,138.0,675.0,0.0,19.5,0.23,0.01,1.538,0.9,0.451,24.159000000000002,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,9,35,12,7,0,0,5,1,1,1,1,0,0,0,0,0,0,1,0,1,0
1508,2015-03-04 20:00:00,58,2,0.3,0.0,0.3,0.23,0.2,0.51,0.06,0.09,0.18,0.03,101,59,131,64,56,52,50,6.5,112,24,288,175,168.5,631.5,1.2,19.6,0.84,0.15,1.155,1.2,0.201,25.946,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,30,37,7,0,0,0,13,0,1,1,0,0,1,1,1,1,1,1,1,1,0
1509,2015-03-04 21:00:00,55,1,0.2,0.0,0.25,0.22,0.19,0.52,0.09,0.07,0.25,0.02,117,89,115,60,101,47,42,14.0,48,12,333,196,104.0,633.0,0.9,21.8,0.61,0.5,1.471,0.9,0.044,27.835,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,35,8,33,21,0,0,6,1,1,0,1,1,0,1,0,1,1,1,1,1,0
1510,2015-03-04 22:00:00,55,0,0.29,0.0,0.2,0.2,0.29,0.38,0.09,0.08,0.27,0.02,138,68,125,58,102,45,0,6.5,46,24,365,171,52.5,588.5,2.6,19.0,0.12,0.03,0.547,0.7,0.396,24.923000000000002,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,21,16,5,28,0,0,28,0,1,1,0,0,1,1,1,0,1,0,0,1,1
1511,2015-03-04 23:00:00,56,0,0.3,0.0,0.2,0.16,0.26,0.6,0.06,0.07,0.23,0.02,188,70,133,69,99,37,50,0.0,41,0,420,176,91.0,687.0,3.3,19.1,0.07,0.41,0.663,0.0,0.367,25.51,07:45:00,19:08:00,11:22:00,0.0,15.5,8.7,12.96,942.4,940.5,16,12,10,39,0,0,10,0,1,0,1,0,0,1,1,0,1,0,0,0,1
1512,2015-03-05 00:00:00,56,1,0.33,0.0,0.25,0.17,0.29,0.4,0.08,0.06,0.23,0.03,169,92,134,62,114,59,50,18.0,49,12,417,213,117.0,747.0,1.9,19.2,0.64,0.09,1.342,1.7,0.342,26.723999999999997,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,25,20,22,27,0,0,24,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1513,2015-03-05 01:00:00,58,0,0.14,0.0,0.21,0.22,0.29,0.53,0.07,0.09,0.19,0.03,121,99,125,65,53,50,50,14.0,24,0,299,214,88.0,601.0,1.5,20.8,0.31,0.46,0.413,2.3,0.0,27.413,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,31,38,16,35,0,0,13,0,1,1,0,0,0,0,0,1,1,0,0,0,1
1514,2015-03-05 02:00:00,55,0,0.12,0.0,0.27,0.17,0.3,0.46,0.07,0.07,0.27,0.02,122,88,131,61,113,57,0,6.5,108,0,366,206,114.5,686.5,3.5,20.1,0.79,0.52,0.555,0.3,0.165,27.56,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,31,3,7,9,0,0,24,0,0,1,0,1,1,1,1,1,0,0,0,1,1
1515,2015-03-05 03:00:00,57,0,0.16,0.0,0.26,0.21,0.25,0.52,0.07,0.06,0.24,0.02,190,66,130,59,104,59,42,10.0,75,24,424,184,127.0,735.0,3.2,19.0,0.82,0.77,0.78,0.9,0.165,27.264999999999997,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,35,0,14,10,0,0,9,1,1,0,0,1,1,0,0,0,0,0,0,1,1
1516,2015-03-05 04:00:00,55,0,0.34,0.0,0.23,0.21,0.21,0.4,0.08,0.06,0.26,0.03,163,89,128,59,101,28,62,18.0,36,12,392,176,116.0,684.0,0.7,19.4,0.89,0.55,1.273,1.9,0.192,26.384999999999998,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,27,26,20,29,0,0,12,1,0,1,0,1,1,0,0,0,0,1,0,0,1
1517,2015-03-05 05:00:00,58,1,0.19,0.0,0.19,0.21,0.26,0.49,0.08,0.09,0.25,0.03,130,96,137,57,74,37,62,10.0,67,12,341,190,139.0,670.0,3.5,18.6,0.88,0.28,1.239,1.7,0.487,28.286,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,31,2,11,21,0,0,14,1,0,1,0,0,0,0,0,1,1,0,0,1,1
1518,2015-03-05 06:00:00,58,1,0.2,0.0,0.19,0.18,0.22,0.51,0.06,0.09,0.28,0.02,137,96,121,68,80,40,42,6.5,4,24,338,204,52.5,594.5,0.8,18.1,0.34,0.64,0.128,1.2,0.416,23.174000000000003,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,22,1,0,17,0,0,3,0,0,0,1,1,1,0,0,0,1,0,1,1,0
1519,2015-03-05 07:00:00,57,0,0.17,0.0,0.27,0.15,0.24,0.48,0.07,0.08,0.26,0.03,164,52,116,69,82,31,62,0.0,51,0,362,152,113.0,627.0,1.5,18.8,0.18,0.3,1.104,1.9,0.079,25.443,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,39,34,5,15,0,0,25,1,0,0,0,0,1,1,1,0,0,1,1,0,1
1520,2015-03-05 08:00:00,55,2,0.33,0.0,0.19,0.2,0.23,0.52,0.08,0.06,0.19,0.02,176,52,121,66,60,49,0,14.0,40,0,357,167,54.0,578.0,4.2,20.6,0.79,0.28,0.748,2.2,0.279,30.587000000000003,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,2,0,36,23,0,0,37,1,1,0,0,0,0,0,1,0,1,1,1,1,0
1521,2015-03-05 09:00:00,57,0,0.29,0.0,0.22,0.18,0.2,0.45,0.08,0.09,0.19,0.03,140,65,127,58,114,42,0,0.0,108,0,381,165,108.0,654.0,2.9,20.4,0.54,0.13,0.509,1.9,0.452,28.270999999999997,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,3,8,0,6,0,0,2,1,0,1,1,0,0,0,0,1,1,1,1,0,0
1522,2015-03-05 10:00:00,57,0,0.16,0.0,0.31,0.22,0.24,0.37,0.08,0.08,0.25,0.03,113,63,136,61,78,44,50,14.0,39,12,327,168,103.0,598.0,1.0,20.4,0.75,0.2,0.094,1.7,0.083,25.806999999999995,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,35,37,18,8,0,0,19,1,1,1,1,1,1,0,0,0,1,0,1,1,1
1523,2015-03-05 11:00:00,56,0,0.24,0.0,0.23,0.15,0.23,0.37,0.09,0.07,0.28,0.02,195,62,132,64,67,39,62,14.0,42,0,394,165,118.0,677.0,1.4,20.9,0.03,0.67,0.994,2.1,0.245,27.779000000000003,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,33,22,11,35,0,0,18,1,0,0,1,1,0,1,1,0,1,1,1,1,0
1524,2015-03-05 12:00:00,57,1,0.22,0.0,0.24,0.17,0.18,0.46,0.08,0.08,0.3,0.02,144,71,115,63,109,47,42,0.0,95,12,368,181,137.0,686.0,0.8,20.0,0.95,0.19,0.548,2.3,0.072,26.39,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,35,24,12,19,0,0,36,0,1,0,0,1,0,0,1,1,0,0,0,0,0
1525,2015-03-05 13:00:00,55,1,0.27,0.0,0.21,0.21,0.18,0.5,0.07,0.06,0.19,0.03,168,83,120,64,110,43,0,0.0,111,12,398,190,111.0,699.0,2.6,19.3,0.41,0.76,1.038,1.9,0.255,27.713,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,3,33,0,19,0,0,30,0,0,1,0,0,1,1,1,0,0,0,1,1,1
1526,2015-03-05 14:00:00,55,0,0.21,0.0,0.28,0.24,0.26,0.5,0.07,0.07,0.25,0.03,198,75,126,56,59,57,50,18.0,82,12,383,188,150.0,721.0,2.2,20.5,0.08,0.5,0.478,0.2,0.022,25.679999999999996,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,0,16,34,23,0,0,19,1,1,0,0,1,1,0,1,0,1,1,1,0,0
1527,2015-03-05 15:00:00,55,0,0.18,0.0,0.25,0.23,0.22,0.45,0.08,0.07,0.18,0.02,182,80,133,56,105,54,50,14.0,74,12,420,190,138.0,748.0,4.0,21.9,0.28,0.33,0.843,1.2,0.337,30.389999999999997,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,12,24,18,5,0,0,2,0,1,1,1,1,1,1,1,0,1,0,0,1,1
1528,2015-03-05 16:00:00,58,2,0.16,0.0,0.24,0.18,0.2,0.45,0.07,0.07,0.26,0.02,106,83,126,64,75,57,62,18.0,62,12,307,204,142.0,653.0,3.3,21.0,0.01,0.58,1.384,0.1,0.044,27.908,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,5,33,2,29,0,0,10,1,1,1,0,1,0,1,1,1,1,1,1,1,0
1529,2015-03-05 17:00:00,55,0,0.11,0.0,0.19,0.21,0.29,0.49,0.07,0.08,0.21,0.02,118,58,136,67,48,33,42,18.0,103,24,302,158,163.0,623.0,2.5,19.1,0.79,0.72,0.488,1.4,0.24,26.798,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,1,18,27,26,0,0,11,0,0,0,0,0,1,1,0,0,1,1,0,1,1
1530,2015-03-05 18:00:00,56,0,0.3,0.0,0.28,0.17,0.3,0.53,0.08,0.09,0.18,0.02,125,81,131,56,92,42,62,14.0,38,12,348,179,114.0,641.0,1.7,20.1,0.74,0.45,0.48,0.1,0.093,25.313000000000002,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,34,10,38,29,0,0,28,1,1,1,0,1,0,0,0,0,0,1,1,0,1
1531,2015-03-05 19:00:00,56,1,0.13,0.0,0.25,0.18,0.22,0.61,0.09,0.09,0.3,0.03,109,96,138,65,100,58,62,14.0,18,0,347,219,94.0,660.0,0.8,20.0,0.19,0.2,0.158,0.5,0.472,24.090000000000003,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,7,4,3,23,0,0,2,0,1,0,1,0,0,0,1,0,1,1,0,0,0
1532,2015-03-05 20:00:00,58,2,0.19,0.0,0.22,0.18,0.26,0.51,0.08,0.09,0.28,0.02,116,59,134,67,62,36,62,18.0,69,24,312,162,149.0,623.0,4.3,18.5,0.08,0.28,0.982,2.2,0.126,28.107999999999997,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,34,13,39,26,0,0,24,1,0,0,0,0,0,1,1,1,0,1,0,0,0
1533,2015-03-05 21:00:00,56,0,0.13,0.0,0.2,0.24,0.24,0.4,0.06,0.07,0.25,0.03,164,99,128,67,63,41,42,10.0,22,0,355,207,74.0,636.0,3.7,21.1,0.89,0.73,0.999,1.8,0.033,30.742000000000004,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,11,2,1,14,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0
1534,2015-03-05 22:00:00,56,0,0.18,0.0,0.27,0.21,0.2,0.53,0.07,0.09,0.23,0.03,125,63,120,58,57,27,42,6.5,16,12,302,148,64.5,514.5,1.4,19.9,0.91,0.49,1.058,1.5,0.455,27.342999999999996,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,3,3,1,3,0,0,13,0,1,1,1,0,1,1,0,1,1,0,0,1,1
1535,2015-03-05 23:00:00,58,0,0.11,0.0,0.29,0.22,0.29,0.49,0.06,0.07,0.27,0.02,118,64,131,68,50,53,42,0.0,93,24,299,185,135.0,619.0,0.2,19.3,0.51,0.44,0.11,0.3,0.331,22.901000000000003,07:43:00,19:09:00,11:25:00,0.0,14.9,8.3,11.88,941.3,934.5,21,5,0,36,0,0,18,1,1,0,1,1,0,1,1,0,0,0,0,0,1
1536,2015-03-06 00:00:00,58,0,0.16,0.0,0.31,0.22,0.24,0.51,0.06,0.06,0.23,0.03,120,64,114,62,81,51,50,6.5,36,24,315,177,92.5,584.5,3.8,18.1,0.37,0.66,0.538,0.2,0.067,25.395000000000003,07:42:00,19:10:00,11:28:00,8.2,13.1,6.3,15.12,935.8,926.7,5,16,6,32,0,0,33,0,1,0,1,1,1,0,0,1,1,0,1,0,0
1537,2015-03-06 01:00:00,55,0,0.28,0.0,0.2,0.24,0.28,0.51,0.07,0.06,0.21,0.03,143,61,121,64,107,58,0,6.5,3,12,371,183,9.5,563.5,2.1,21.8,0.26,0.62,0.096,1.1,0.456,28.032000000000004,07:42:00,19:10:00,11:28:00,8.2,13.1,6.3,15.12,935.8,926.7,18,8,30,6,0,0,17,1,1,0,1,1,1,0,1,0,0,0,1,1,1
